"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160705,2016-07-05,095741,CME ,00,095 ,  103740,   39802,   37326,       0,   32776,    4368,     263,   22773,   50851,    1590,    2690,    3516,       2,   99897,   97916,    3843,    5824,   -6231,   -2158,    5985,      -1,  -14516,    -418,     -75,   11039,  -10431,    -853,    -332,     515,      -1,   -6897,   -5280,     666,    -951,  100.0,   38.4,   36.0,    0.0,   31.6,    4.2,    0.3,   22.0,   49.0,    1.5,    2.6,    3.4,    0.0,   96.3,   94.4,    3.7,    5.6,    117,      5,      6,      0,     11,      8,.,     24,     46,     10,     10,      7,.,     61,     71,    62.1,    38.7,    77.3,    55.6,    62.1,    38.3,    77.1,    55.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160628,2016-06-28,095741,CME ,00,095 ,  109971,   41960,   31341,       1,   47292,    4786,     338,   11735,   61282,    2443,    3022,    3002,       3,  106794,  103196,    3177,    6775,   -1531,     726,    3139,     -39,   -3059,   -1303,     163,     347,   -2660,     488,     111,    -341,      -2,   -1265,    -556,    -266,    -975,  100.0,   38.2,   28.5,    0.0,   43.0,    4.4,    0.3,   10.7,   55.7,    2.2,    2.7,    2.7,    0.0,   97.1,   93.8,    2.9,    6.2,    120,      5,      5,.,     11,      9,.,     15,     55,     11,     13,      7,.,     56,     81,    71.9,    40.9,    84.0,    56.1,    71.9,    40.6,    83.9,    55.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160621,2016-06-21,095741,CME ,00,095 ,  111502,   41234,   28202,      40,   50351,    6089,     175,   11388,   63942,    1955,    2911,    3343,       5,  108059,  103752,    3443,    7750,     267,    1538,     460,      -8,    1797,     257,       0,   -3514,   -1494,     685,     402,     110,       3,     903,      12,    -636,     255,  100.0,   37.0,   25.3,    0.0,   45.2,    5.5,    0.2,   10.2,   57.3,    1.8,    2.6,    3.0,    0.0,   96.9,   93.0,    3.1,    7.0,    124,      7,      5,.,     11,     10,.,     10,     61,     11,     11,      9,.,     48,     91,    72.7,    37.0,    84.0,    52.0,    72.7,    36.7,    83.9,    51.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160614,2016-06-14,095741,CME ,00,095 ,  111235,   39695,   27742,      49,   48554,    5832,     175,   14902,   65437,    1270,    2508,    3233,       3,  107156,  103740,    4079,    7495,  -31301,   -9847,  -18462,   -3546,   -2422,     772,       0,   -4486,    1158,   -8749,    -565,   -1703,   -1174,  -30789,  -31704,    -512,     403,  100.0,   35.7,   24.9,    0.0,   43.6,    5.2,    0.2,   13.4,   58.8,    1.1,    2.3,    2.9,    0.0,   96.3,   93.3,    3.7,    6.7,    116,      5,.,.,     12,     10,.,     13,     57,     11,      9,      7,.,     48,     83,    71.5,    36.6,    82.4,    51.8,    71.5,    36.3,    82.3,    51.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160607,2016-06-07,095741,CME ,00,095 ,  142536,   49542,   46204,    3595,   50976,    5060,     175,   19388,   64278,   10019,    3073,    4936,    1177,  137945,  135445,    4591,    7091,   -1508,    -711,    -450,    3584,      47,      93,       0,    2448,    2545,   -8637,     604,     139,    1176,   -1489,   -1550,     -19,      42,  100.0,   34.8,   32.4,    2.5,   35.8,    3.5,    0.1,   13.6,   45.1,    7.0,    2.2,    3.5,    0.8,   96.8,   95.0,    3.2,    5.0,    142,      6,      7,      4,     12,     10,.,     22,     52,     23,     14,     11,.,     72,    101,    57.2,    33.7,    71.5,    48.6,    57.2,    33.5,    70.1,    48.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160531,2016-05-31,095741,CME ,00,095 ,  144044,   50253,   46654,      11,   50929,    4967,     175,   16939,   61733,   18657,    2469,    4797,       1,  139434,  136995,    4610,    7049,    5469,    2171,    -276,       0,    5753,    -145,       0,   -4062,    4131,    2131,    -599,    -215,     -15,    5379,    5611,      90,    -142,  100.0,   34.9,   32.4,    0.0,   35.4,    3.4,    0.1,   11.8,   42.9,   13.0,    1.7,    3.3,    0.0,   96.8,   95.1,    3.2,    4.9,    134,      6,      7,.,     11,     10,.,     17,     60,     15,      9,     12,.,     56,     97,    57.1,    33.0,    72.5,    48.2,    57.1,    31.9,    69.6,    46.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160524,2016-05-24,095741,CME ,00,095 ,  138575,   48082,   46930,      11,   45176,    5112,     175,   21001,   57603,   16526,    3068,    5012,      16,  134055,  131384,    4520,    7191,    3396,    3721,   -5312,       1,     -54,     401,     -34,     972,   10040,   -1576,      24,     116,      -1,    3053,    3634,     343,    -238,  100.0,   34.7,   33.9,    0.0,   32.6,    3.7,    0.1,   15.2,   41.6,   11.9,    2.2,    3.6,    0.0,   96.7,   94.8,    3.3,    5.2,    135,      6,      7,.,     11,     10,.,     22,     53,     15,     11,     14,.,     64,     90,    58.0,    35.6,    71.3,    50.6,    56.2,    32.7,    67.7,    46.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160517,2016-05-17,095741,CME ,00,095 ,  135179,   44361,   52241,      10,   45230,    4711,     209,   20029,   47563,   18102,    3044,    4896,      17,  131002,  127750,    4177,    7429,    5964,     248,   -5554,       1,   -1511,    -212,    -112,    6029,   10648,    1062,     673,     -33,       6,    6395,    5806,    -431,     158,  100.0,   32.8,   38.6,    0.0,   33.5,    3.5,    0.2,   14.8,   35.2,   13.4,    2.3,    3.6,    0.0,   96.9,   94.5,    3.1,    5.5,    130,      5,      8,.,     10,      9,.,     21,     53,     15,     10,     11,.,     62,     87,    59.2,    36.4,    72.4,    51.3,    57.4,    33.7,    67.8,    46.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160510,2016-05-10,095741,CME ,00,095 ,  129215,   44113,   57795,       9,   46741,    4923,     321,   14000,   36915,   17040,    2371,    4929,      11,  124607,  121943,    4608,    7272,   12362,    4671,    1027,     -92,   30235,      -2,    -279,  -19777,   11919,   -1849,    -208,    -584,     -14,   12687,   10126,    -325,    2236,  100.0,   34.1,   44.7,    0.0,   36.2,    3.8,    0.2,   10.8,   28.6,   13.2,    1.8,    3.8,    0.0,   96.4,   94.4,    3.6,    5.6,    120,      4,      9,.,     10,     10,.,     19,     46,     15,      9,     11,.,     57,     82,    63.4,    40.1,    77.0,    57.7,    61.4,    38.4,    71.0,    53.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160503,2016-05-03,095741,CME ,00,095 ,  116853,   39442,   56768,     101,   16506,    4925,     600,   33778,   24995,   18889,    2579,    5513,      25,  111920,  111817,    4933,    5036,    -683,   -8334,   -5408,    -105,   -6493,    1081,     216,    3548,   -6196,   10098,     690,    -154,    -217,    -597,    -686,     -86,       3,  100.0,   33.8,   48.6,    0.1,   14.1,    4.2,    0.5,   28.9,   21.4,   16.2,    2.2,    4.7,    0.0,   95.8,   95.7,    4.2,    4.3,    122,      4,     10,.,     11,      9,.,     34,     35,     17,     10,      7,.,     76,     71,    49.3,    43.2,    63.7,    60.8,    47.0,    40.1,    58.8,    54.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160426,2016-04-26,095741,CME ,00,095 ,  117536,   47776,   62176,     206,   22999,    3844,     384,   30229,   31191,    8791,    1889,    5668,     242,  112517,  112503,    5019,    5033,   -9367,      73,   -6451,     -95,     861,     -23,       0,   -9844,   -3915,     457,    -382,     132,      58,   -8872,   -9836,    -495,     469,  100.0,   40.6,   52.9,    0.2,   19.6,    3.3,    0.3,   25.7,   26.5,    7.5,    1.6,    4.8,    0.2,   95.7,   95.7,    4.3,    4.3,    118,      4,      9,.,     11,      8,.,     28,     40,     13,      8,      8,.,     64,     73,    58.3,    44.4,    70.3,    65.3,    58.1,    44.4,    68.2,    62.6,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160419,2016-04-19,095741,CME ,00,095 ,  126903,   47703,   68627,     301,   22138,    3867,     384,   40073,   35106,    8335,    2271,    5536,     184,  121388,  122339,    5515,    4564,  -27015,   -2906,   -5613,      63,  -35281,      40,     144,    2528,  -28659,    7608,      87,      67,     171,  -27586,  -26180,     571,    -835,  100.0,   37.6,   54.1,    0.2,   17.4,    3.0,    0.3,   31.6,   27.7,    6.6,    1.8,    4.4,    0.1,   95.7,   96.4,    4.3,    3.6,    121,      4,     11,.,     10,      8,.,     32,     37,     14,     10,      8,.,     69,     72,    57.0,    45.0,    68.5,    66.3,    57.0,    45.0,    67.1,    64.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160412,2016-04-12,095741,CME ,00,095 ,  153918,   50609,   74240,     237,   57419,    3827,     240,   37545,   63765,     727,    2183,    5469,      14,  148975,  148519,    4943,    5399,   39616,    -216,   26033,      86,   39718,    -229,       0,    -230,   14024,    -216,     -74,     344,     -66,   39002,   39976,     614,    -360,  100.0,   32.9,   48.2,    0.2,   37.3,    2.5,    0.2,   24.4,   41.4,    0.5,    1.4,    3.6,    0.0,   96.8,   96.5,    3.2,    3.5,    124,.,     11,.,     11,      8,.,     34,     39,     10,     10,      8,.,     67,     73,    68.4,    43.6,    79.1,    66.7,    68.4,    43.6,    79.1,    66.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160405,2016-04-05,095741,CME ,00,095 ,  114302,   50825,   48207,     151,   17701,    4056,     240,   37775,   49741,     943,    2257,    5125,      80,  109973,  108543,    4329,    5759,    4665,   -3677,    6467,      49,     594,     120,    -205,    7692,   -2038,     271,     -88,    -417,     -40,    4597,    4208,      68,     457,  100.0,   44.5,   42.2,    0.1,   15.5,    3.5,    0.2,   33.0,   43.5,    0.8,    2.0,    4.5,    0.1,   96.2,   95.0,    3.8,    5.0,    114,      4,     10,.,      9,      8,.,     27,     38,     11,     10,      8,      4,     63,     71,    63.4,    44.6,    76.5,    59.4,    63.4,    44.6,    76.5,    59.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160329,2016-03-29,095741,CME ,00,095 ,  109637,   54502,   41740,     102,   17107,    3936,     445,   30083,   51779,     672,    2346,    5542,     120,  105376,  104336,    4261,    5301,    3679,     506,    4453,    -461,    -756,      17,      11,    4718,   -1396,       5,    -116,     503,     -21,    3886,    3111,    -207,     568,  100.0,   49.7,   38.1,    0.1,   15.6,    3.6,    0.4,   27.4,   47.2,    0.6,    2.1,    5.1,    0.1,   96.1,   95.2,    3.9,    4.8,    109,      4,      8,.,      9,      7,.,     28,     34,      9,     11,      8,.,     62,     62,    65.8,    43.4,    78.2,    61.1,    65.8,    43.4,    78.2,    61.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160322,2016-03-22,095741,CME ,00,095 ,  105958,   53996,   37287,     563,   17863,    3919,     434,   25365,   53175,     667,    2462,    5039,     141,  101491,  101225,    4467,    4733,    8127,    -385,    4236,     451,    2085,     -90,    -232,    4758,    4126,     -78,     408,     296,      98,    7105,    8808,    1022,    -681,  100.0,   51.0,   35.2,    0.5,   16.9,    3.7,    0.4,   23.9,   50.2,    0.6,    2.3,    4.8,    0.1,   95.8,   95.5,    4.2,    4.5,    112,      4,     10,.,      9,      7,.,     25,     41,      9,     11,      5,.,     60,     68,    66.9,    45.3,    78.2,    60.1,    66.9,    45.3,    78.2,    60.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160315,2016-03-15,095741,CME ,00,095 ,   97831,   54381,   33051,     112,   15778,    4009,     666,   20607,   49049,     744,    2054,    4743,      43,   94385,   92417,    3446,    5414,  -41691,  -24030,  -21541,    -461,    1592,     -68,       0,     710,    1673,  -18499,    -303,    -900,    -745,  -41737,  -40542,      46,   -1149,  100.0,   55.6,   33.8,    0.1,   16.1,    4.1,    0.7,   21.1,   50.1,    0.8,    2.1,    4.8,    0.0,   96.5,   94.5,    3.5,    5.5,    107,.,      7,.,      9,      7,.,     23,     42,      9,      9,      7,.,     52,     70,    71.0,    44.2,    81.9,    59.7,    71.0,    44.2,    81.9,    59.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160308,2016-03-08,095741,CME ,00,095 ,  139522,   78411,   54592,     573,   14186,    4077,     666,   19898,   47376,   19243,    2357,    5643,     788,  136122,  132958,    3400,    6564,   -2679,    -624,    -265,      47,    1448,    -553,     -20,   -4343,   -2601,     431,       1,     145,     495,   -2565,   -2321,    -114,    -358,  100.0,   56.2,   39.1,    0.4,   10.2,    2.9,    0.5,   14.3,   34.0,   13.8,    1.7,    4.0,    0.6,   97.6,   95.3,    2.4,    4.7,    111,      8,      4,      4,      8,      7,.,     19,     43,     18,     10,     10,.,     61,     77,    62.0,    48.2,    73.8,    68.3,    57.1,    46.0,    67.7,    60.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160301,2016-03-01,095741,CME ,00,095 ,  142201,   79035,   54857,     526,   12738,    4630,     686,   24241,   49978,   18812,    2357,    5498,     293,  138687,  135279,    3514,    6922,   -4367,    1432,     109,     254,     990,      26,       0,   -3533,    -599,   -2742,    -411,      45,    -420,   -4429,   -3326,      62,   -1041,  100.0,   55.6,   38.6,    0.4,    9.0,    3.3,    0.5,   17.0,   35.1,   13.2,    1.7,    3.9,    0.2,   97.5,   95.1,    2.5,    4.9,    117,      9,      5,      5,      8,      8,.,     21,     44,     20,     10,     10,      4,     67,     81,    60.1,    48.2,    72.4,    67.6,    54.4,    45.3,    65.7,    59.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160223,2016-02-23,095741,CME ,00,095 ,  146568,   77603,   54748,     272,   11748,    4604,     686,   27774,   50577,   21553,    2767,    5453,     713,  143116,  138606,    3452,    7962,  -15595,   11863,    -204,      75,  -37144,   -1093,    -178,    8346,  -14515,     674,     229,    -194,     423,  -15711,  -15012,     116,    -583,  100.0,   52.9,   37.4,    0.2,    8.0,    3.1,    0.5,   18.9,   34.5,   14.7,    1.9,    3.7,    0.5,   97.6,   94.6,    2.4,    5.4,    118,      8,      4,      5,      7,      8,.,     20,     48,     18,     10,     11,.,     62,     84,    59.0,    47.3,    70.8,    66.6,    53.5,    44.4,    64.2,    58.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160216,2016-02-16,095741,CME ,00,095 ,  162163,   65740,   54952,     197,   48892,    5697,     864,   19427,   65091,   20879,    2538,    5647,     289,  158827,  153617,    3336,    8546,    5752,  -11070,     358,      24,   42230,    -458,     -72,  -19572,   10676,   -5728,      17,     507,      65,    5895,    5372,    -143,     380,  100.0,   40.5,   33.9,    0.1,   30.1,    3.5,    0.5,   12.0,   40.1,   12.9,    1.6,    3.5,    0.2,   97.9,   94.7,    2.1,    5.3,    130,      8,      5,.,      8,      9,.,     20,     55,     18,      9,     11,.,     59,     97,    69.4,    43.0,    78.8,    63.2,    64.7,    41.2,    71.5,    55.9,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160209,2016-02-09,095741,CME ,00,095 ,  156411,   76810,   54594,     173,    6662,    6155,     936,   38999,   54415,   26608,    2520,    5140,     224,  152932,  148245,    3479,    8166,  -10813,    6864,     -20,     -73,  -39604,     388,    -422,   16788,  -15498,    5965,     143,    -604,     -28,  -10367,  -10291,    -446,    -522,  100.0,   49.1,   34.9,    0.1,    4.3,    3.9,    0.6,   24.9,   34.8,   17.0,    1.6,    3.3,    0.1,   97.8,   94.8,    2.2,    5.2,    124,      9,      4,.,      6,      9,.,     19,     53,     19,      9,     11,.,     60,     90,    61.3,    44.6,    74.0,    63.8,    56.6,    42.3,    66.0,    54.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160202,2016-02-02,095741,CME ,00,095 ,  167224,   69946,   54614,     246,   46266,    5767,    1358,   22211,   69913,   20643,    2377,    5744,     252,  163299,  158536,    3925,    8688,   -1390,    1109,     -13,      -1,    1090,     -48,    -605,   -3190,    -616,     150,    -312,    -934,      27,   -1731,   -2040,     341,     650,  100.0,   41.8,   32.7,    0.1,   27.7,    3.4,    0.8,   13.3,   41.8,   12.3,    1.4,    3.4,    0.2,   97.7,   94.8,    2.3,    5.2,    129,      8,      4,.,      7,      9,.,     24,     54,     16,      8,     13,.,     57,     95,    68.1,    43.7,    78.8,    62.3,    63.6,    41.7,    72.1,    56.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160126,2016-01-26,095741,CME ,00,095 ,  168614,   68837,   54627,     247,   45176,    5815,    1963,   25401,   70529,   20492,    2690,    6678,     225,  165030,  160576,    3584,    8038,   -4044,    3080,    -392,      12,     362,    -893,     -43,   -2916,     548,   -4404,    -102,    1047,     125,   -3887,   -4000,    -157,     -44,  100.0,   40.8,   32.4,    0.1,   26.8,    3.4,    1.2,   15.1,   41.8,   12.2,    1.6,    4.0,    0.1,   97.9,   95.2,    2.1,    4.8,    134,      6,      4,.,      6,      9,.,     21,     57,     16,     10,     16,.,     58,    100,    67.1,    43.4,    78.7,    61.6,    63.0,    41.4,    72.0,    55.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160119,2016-01-19,095741,CME ,00,095 ,  172658,   65757,   55019,     235,   44814,    6708,    2006,   28317,   69981,   24896,    2792,    5631,     100,  168917,  164576,    3741,    8082,   23449,    3393,       9,     190,   -1280,     144,     638,    -547,    2882,   20183,     561,    -423,      12,   23151,   23636,     298,    -187,  100.0,   38.1,   31.9,    0.1,   26.0,    3.9,    1.2,   16.4,   40.5,   14.4,    1.6,    3.3,    0.1,   97.8,   95.3,    2.2,    4.7,    126,      6,      4,.,      6,      9,.,     21,     57,     17,     10,     11,.,     57,     93,    66.1,    44.5,    76.2,    61.7,    61.5,    42.5,    69.0,    53.9,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160112,2016-01-12,095741,CME ,00,095 ,  149209,   62364,   55010,      45,   46094,    6564,    1368,   28864,   67099,    4713,    2231,    6054,      88,  145766,  140940,    3443,    8269,    5365,    6708,   -8317,      44,   -2020,      76,     904,   -3885,    6771,    4044,    -822,     927,      19,    4992,    4469,     373,     896,  100.0,   41.8,   36.9,    0.0,   30.9,    4.4,    0.9,   19.3,   45.0,    3.2,    1.5,    4.1,    0.1,   97.7,   94.5,    2.3,    5.5,    128,      7,      4,.,      5,      9,.,     21,     57,     14,     10,     14,.,     55,     92,    71.5,    48.9,    80.0,    61.8,    71.5,    48.9,    78.8,    61.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160105,2016-01-05,095741,CME ,00,095 ,  143844,   55656,   63327,       1,   48114,    6488,     464,   32749,   60327,     669,    3053,    5127,      68,  140774,  136472,    3070,    7372,    3655,     607,   -2527,       1,     371,    -319,       0,    3319,    7203,    -228,    -372,    -498,      34,    3732,    3666,     -77,     -11,  100.0,   38.7,   44.0,    0.0,   33.4,    4.5,    0.3,   22.8,   41.9,    0.5,    2.1,    3.6,    0.0,   97.9,   94.9,    2.1,    5.1,    121,      4,      8,.,      5,      9,.,     20,     54,      7,     10,     11,.,     48,     85,    74.7,    49.1,    84.2,    63.3,    74.7,    49.1,    84.2,    63.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161227,2016-12-27,102741,CME ,00,102 ,   41949,     750,   20443,    5928,    6372,       0,       0,   20761,    7627,     915,     236,    1025,    5300,   40262,   41238,    1687,     711,   14890,       0,    2056,    5928,     233,       0,       0,    3627,    1865,     -97,     100,      20,    4990,   14781,   14762,     109,     128,  100.0,    1.8,   48.7,   14.1,   15.2,    0.0,    0.0,   49.5,   18.2,    2.2,    0.6,    2.4,   12.6,   96.0,   98.3,    4.0,    1.7,     32,.,.,.,.,      0,      0,     10,     10,.,.,      4,.,     20,     16,    71.2,    83.8,    88.6,    93.2,    58.1,    60.2,    64.2,    65.5,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161220,2016-12-20,102741,CME ,00,102 ,   27059,     750,   18387,       0,    6139,       0,       0,   17134,    5762,    1012,     136,    1005,     310,   25481,   26476,    1578,     583,    6994,       0,    5851,       0,     378,       0,       0,    6222,    1111,     -36,       0,    -250,     310,    6874,    6986,     120,       8,  100.0,    2.8,   68.0,    0.0,   22.7,    0.0,    0.0,   63.3,   21.3,    3.7,    0.5,    3.7,    1.1,   94.2,   97.8,    5.8,    2.2,     29,.,.,      0,.,      0,      0,      9,      9,.,.,.,.,     18,     15,    78.4,    82.2,    87.6,    91.7,    78.4,    80.5,    86.3,    88.8,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161213,2016-12-13,102741,CME ,00,102 ,   20065,     750,   12536,       0,    5761,       0,       0,   10912,    4651,    1048,     136,    1255,       0,   18607,   19490,    1458,     575,     140,      -4,     -72,       0,      45,       0,       0,     567,     345,     -25,    -563,      -5,       0,      20,     243,     120,    -103,  100.0,    3.7,   62.5,    0.0,   28.7,    0.0,    0.0,   54.4,   23.2,    5.2,    0.7,    6.3,    0.0,   92.7,   97.1,    7.3,    2.9,     31,.,.,      0,.,      0,      0,      8,     12,.,.,      4,      0,     15,     18,    78.3,    74.0,    87.6,    86.7,    78.3,    71.8,    84.2,    81.9,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",161206,2016-12-06,102741,CME ,00,102 ,   19925,     754,   12608,       0,    5716,       0,       0,   10345,    4306,    1073,     699,    1260,       0,   18587,   19247,    1338,     678,  -12389,     754,   -7382,   -4528,      55,       0,       0,   -7029,    1194,   -1498,      63,     -43,       0,  -12183,  -12257,    -206,    -132,  100.0,    3.8,   63.3,    0.0,   28.7,    0.0,    0.0,   51.9,   21.6,    5.4,    3.5,    6.3,    0.0,   93.3,   96.6,    6.7,    3.4,     31,.,.,      0,.,      0,      0,      9,     10,.,.,      4,      0,     17,     16,    74.9,    75.4,    86.0,    88.2,    74.9,    73.0,    83.0,    83.2,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
